"temp_C","mass_mg"
377.472,37.8078
377.874,37.7557
378.266,37.7014
378.652,37.6466
379.057,37.5916
379.449,37.5362
379.847,37.481
380.242,37.4263
380.636,37.3719
381.029,37.3176
381.429,37.2632
381.835,37.2088
382.23,37.1546
382.63,37.1019
383.023,37.0494
383.417,36.9975
383.809,36.9458
384.2,36.8969
384.603,36.8481
385.01,36.7999
385.4,36.7523
385.793,36.7068
386.194,36.6601
386.594,36.6133
386.994,36.5665
387.382,36.5199
387.783,36.4722
388.179,36.4244
388.589,36.3764
388.983,36.3285
389.39,36.2805
389.786,36.2333
390.185,36.1862
390.584,36.1391
390.986,36.0943
391.381,36.0492
391.783,36.0038
392.175,35.9583
392.583,35.9141
392.991,35.8696
393.39,35.8253
393.791,35.781
394.19,35.7364
394.595,35.6911
395.001,35.6448
395.395,35.598
395.794,35.5495
396.201,35.502
396.6,35.455
397.002,35.4081
397.41,35.3604
397.807,35.3129
398.211,35.2658
398.611,35.2191
399.017,35.174
399.424,35.129
399.829,35.0841
400.234,35.0391
400.634,34.996
401.034,34.9518
401.438,34.9069
401.84,34.8618
402.25,34.8155
402.654,34.7693
403.06,34.7229
403.462,34.6766
403.872,34.6306
404.274,34.585
404.672,34.5395
405.081,34.4941
405.486,34.4502
405.889,34.4054
406.295,34.3605
406.699,34.3155
407.1,34.2707
407.511,34.2261
407.917,34.1815
408.322,34.1366
408.725,34.0915
409.126,34.0461
409.539,34.0006
409.941,33.9551
410.351,33.9093
410.752,33.8648
411.17,33.8209
411.576,33.7771
411.977,33.7352
412.387,33.6921
412.796,33.6485
413.204,33.605
413.607,33.5619
414.017,33.5195
414.423,33.4777
414.824,33.4361
415.235,33.3946
415.64,33.3539
416.055,33.3111
416.464,33.2667
416.868,33.2215
417.272,33.173
417.683,33.1255
418.092,33.0778
418.508,33.0303
418.913,32.9831
419.322,32.9381
419.731,32.8942
420.148,32.851
420.559,32.8114
420.957,32.769
421.375,32.7252
421.785,32.6806
422.203,32.6333
422.608,32.5861
423.019,32.5387
423.433,32.4913
423.846,32.4423
424.253,32.3951
424.672,32.3484
425.076,32.3018
425.496,32.2573
425.908,32.2114
426.324,32.1648
426.738,32.1178
427.149,32.0704
427.556,32.0232
427.973,31.9756
428.383,31.9277
428.793,31.8797
429.205,31.8319
429.628,31.7841
430.042,31.7364
430.454,31.6885
430.863,31.6404
431.279,31.592
431.701,31.5431
432.116,31.4936
432.52,31.4445
432.952,31.3957
433.362,31.3469
433.774,31.2986
434.182,31.2509
434.605,31.2038
435.02,31.1572
435.436,31.1121
435.852,31.0657
436.269,31.0188
436.674,30.9715
437.099,30.9235
437.515,30.875
437.928,30.8257
438.349,30.7761
438.768,30.7247
439.183,30.6738
439.599,30.6228
440.012,30.5716
440.425,30.5198
440.844,30.4683
441.258,30.4167
441.678,30.365
442.091,30.3136
442.511,30.2619
442.934,30.2099
443.339,30.1578
443.757,30.1056
444.178,30.0535
444.6,30.0014
445.013,29.9494
445.428,29.8974
445.842,29.8456
446.268,29.7941
446.68,29.7431
447.1,29.694
447.517,29.6445
447.932,29.5944
448.353,29.5439
448.772,29.4942
449.191,29.4432
449.612,29.3914
450.022,29.3393
450.439,29.285
450.858,29.2317
451.272,29.1785
451.691,29.1252
452.116,29.0713
452.523,29.0174
452.94,28.9637
453.362,28.9102
453.786,28.8571
454.198,28.8046
454.621,28.7522
455.032,28.7
455.455,28.6479
455.874,28.5962
456.29,28.5434
456.7,28.4899
457.115,28.4361
457.536,28.3813
457.952,28.3277
458.374,28.2745
458.788,28.2212
459.212,28.1683
459.623,28.1156
460.04,28.0631
460.46,28.0104
460.876,27.9568
461.294,27.9032
461.71,27.85
462.128,27.7971
462.542,27.7436
462.958,27.6904
463.373,27.637
463.787,27.5837
464.202,27.5307
464.617,27.4775
465.032,27.4242
465.451,27.3709
465.867,27.3167
466.28,27.2622
466.69,27.2075
467.106,27.1528
467.53,27.0974
467.939,27.0426
468.354,26.9881
468.768,26.9337
469.179,26.88
469.586,26.8262
469.998,26.7726
470.414,26.7191
470.829,26.6663
471.241,26.6135
471.657,26.5607
472.063,26.5079
472.481,26.4553
472.887,26.4021
473.307,26.3486
473.715,26.2947
474.126,26.2404
474.545,26.1869
474.94,26.134
475.358,26.0814
475.781,26.0296
476.186,25.9777
476.591,25.9258
476.999,25.8737
477.419,25.8214
477.825,25.7687
478.243,25.7164
478.659,25.6643
479.062,25.6107
479.474,25.5568
479.882,25.5024
480.287,25.4478
480.697,25.3931
481.1,25.3396
481.515,25.2868
481.925,25.2345
482.334,25.1824
482.743,25.1328
483.151,25.0821
483.556,25.031
483.972,24.9798
484.381,24.9286
484.778,24.8767
485.193,24.8241
485.596,24.771
486.014,24.7158
486.414,24.6608
486.822,24.606
487.234,24.5516
487.636,24.4977
488.043,24.4457
488.445,24.3951
488.863,24.3455
489.27,24.3003
489.672,24.2529
490.081,24.2052
490.476,24.1573
490.882,24.1089
491.288,24.06
491.694,24.0108
492.101,23.9616
492.504,23.9106
492.913,23.861
493.324,23.8122
493.723,23.7641
494.13,23.7182
494.536,23.6724
494.94,23.6269
495.342,23.5815
495.749,23.5379
496.154,23.4924
496.561,23.4459
496.957,23.3989
497.362,23.3492
497.768,23.2998
498.174,23.2506
498.579,23.2015
498.982,23.1512
499.386,23.1016
499.79,23.0521
500.194,23.0023
500.597,22.9537
500.999,22.9049
501.401,22.8565
501.807,22.8086
502.212,22.7623
502.62,22.7168
503.014,22.6719
503.413,22.6274
503.823,22.5851
504.232,22.5411
504.638,22.4966
505.029,22.452
505.427,22.4066
505.845,22.3616
506.246,22.3168
506.645,22.2721
507.051,22.2283
507.455,22.1851
507.853,22.1421
508.258,22.099
508.659,22.0568
509.064,22.0139
509.471,21.9711
509.866,21.9286
510.271,21.8859
510.671,21.8436
511.078,21.8011
511.482,21.7583
511.889,21.7163
512.282,21.6742
512.691,21.6326
513.091,21.5913
513.486,21.5497
513.895,21.5076
514.301,21.4649
514.704,21.4218
515.111,21.3776
515.516,21.3333
515.909,21.289
516.306,21.2449
516.711,21.1997
517.119,21.1557
517.517,21.1124
517.924,21.0695
518.317,21.0284
518.728,20.9867
519.12,20.9445
519.536,20.9019
519.937,20.8595
520.335,20.8186
520.734,20.7776
521.137,20.7363
521.538,20.6949
521.939,20.655
522.341,20.6148
522.744,20.5744
523.145,20.5339
523.546,20.4935
523.958,20.4532
524.359,20.4132
524.755,20.3732
525.153,20.3334
525.56,20.2936
525.964,20.2543
526.368,20.2155
526.763,20.1783
527.156,20.1408
527.564,20.1033
527.968,20.0658
528.373,20.0299
528.784,19.9927
529.181,19.9545
529.58,19.9157
529.985,19.8757
530.388,19.8367
530.787,19.7982
531.194,19.7596
531.586,19.7213
531.993,19.6837
532.398,19.6465
532.804,19.6095
533.203,19.5735
533.602,19.5365
533.997,19.4991
534.399,19.4617
534.81,19.4247
535.217,19.3886
535.617,19.3532
536.01,19.3181
536.413,19.2845
536.817,19.2496
537.226,19.2139
537.631,19.1779
538.036,19.1412
538.429,19.1048
538.834,19.0687
539.235,19.0329
539.637,18.9983
540.04,18.9649
540.445,18.9321
540.852,18.8999
541.248,18.8709
541.651,18.84
542.053,18.8083
542.461,18.7763
542.857,18.7436
543.265,18.7109
543.667,18.6779
544.067,18.6444
544.472,18.609
544.877,18.5738
545.282,18.5383
545.68,18.5023
546.088,18.4651
546.49,18.4295
546.896,18.3949
547.301,18.3607
547.692,18.3267
548.095,18.2958
548.501,18.2649
548.908,18.2346
549.307,18.2044
549.71,18.1752
550.108,18.1445
550.522,18.1134
550.923,18.0823
551.325,18.0491
551.729,18.0157
552.13,17.9815
552.532,17.9472
552.938,17.9129
553.333,17.8801
553.739,17.8479
554.147,17.8159
554.553,17.7859
554.956,17.7552
555.36,17.7245
555.752,17.694
556.162,17.6642
556.561,17.6347
556.959,17.6055
557.371,17.5766
557.779,17.548
558.183,17.5179
558.581,17.4864
558.976,17.4544
559.381,17.4203
559.79,17.3869
560.198,17.3537
560.59,17.3207
561.005,17.2886
561.394,17.2575
561.802,17.227
562.21,17.1972
562.613,17.172
563.027,17.1457
563.429,17.1186
563.831,17.0908
564.24,17.0632
564.634,17.0343
565.041,17.005
565.445,16.9758
565.84,16.9441
566.258,16.914
566.654,16.8838
566.971,16.8535
567.278,16.8241
567.6,16.7943
567.922,16.7645
568.234,16.7348
568.539,16.7054
568.836,16.6768
569.125,16.6489
569.404,16.6215
569.675,16.5962
569.931,16.5701
570.185,16.5439
570.432,16.5181
570.666,16.494
570.898,16.4695
571.124,16.4441
571.34,16.418
571.55,16.391
571.758,16.3639
571.953,16.3375
572.153,16.3118
572.34,16.2854
572.526,16.2599
572.696,16.2342
572.882,16.2084
573.047,16.1847
573.216,16.16
573.381,16.1361
573.531,16.113
573.692,16.0909
573.849,16.069
573.991,16.047
574.139,16.0249
574.282,16.0035
574.419,15.9797
574.547,15.9552
574.68,15.9305
574.82,15.9035
574.944,15.8786
575.061,15.8539
575.19,15.8289
575.311,15.8053
575.418,15.781
575.526,15.7567
575.642,15.7325
575.748,15.7084
575.853,15.6834
575.963,15.6581
576.058,15.6324
576.156,15.6066
576.252,15.5805
576.357,15.5559
576.443,15.5324
576.535,15.5097
576.627,15.4895
576.711,15.468
576.795,15.4459
576.881,15.4235
576.961,15.4009
577.044,15.3774
577.119,15.3537
577.194,15.3302
577.27,15.3051
577.345,15.2809
577.419,15.2569
577.494,15.2329
577.566,15.2105
577.631,15.1881
577.694,15.1663
577.759,15.145
577.824,15.1249
577.885,15.1039
577.945,15.0831
578.009,15.0627
578.065,15.043
578.119,15.0228
578.168,15.0022
578.229,14.9814
578.278,14.961
578.328,14.9408
578.388,14.9215
578.435,14.9028
578.48,14.8843
578.526,14.865
578.585,14.8452
578.628,14.8253
578.674,14.8052
578.713,14.7852
578.764,14.7652
578.81,14.7452
578.841,14.7244
578.888,14.7031
578.93,14.682
578.962,14.6613
578.992,14.6417
579.037,14.6223
579.074,14.6026
579.109,14.5824
579.133,14.5636
579.17,14.5437
579.209,14.5238
579.242,14.504
579.275,14.4835
579.299,14.4641
579.327,14.4451
579.371,14.4262
579.391,14.4089
579.421,14.3908
579.447,14.3728
579.47,14.3552
579.501,14.3383
579.526,14.3212
579.547,14.3035
579.574,14.2851
579.603,14.2664
579.619,14.2473
579.645,14.2282
579.673,14.209
579.69,14.1897
579.714,14.1701
579.733,14.1515
579.761,14.1338
579.784,14.1168
579.795,14.1012
579.811,14.0849
579.831,14.0685
579.855,14.0525
579.875,14.0372
579.888,14.021
579.902,14.0044
579.923,13.9875
579.938,13.97
579.956,13.9529
579.971,13.936
579.988,13.9189
580,13.9
580.015,13.881
580.028,13.8621
580.042,13.8432
580.062,13.8241
580.076,13.8063
580.085,13.789
580.1,13.772
580.107,13.7569
580.124,13.7406
580.14,13.7243
580.155,13.7077
580.162,13.6899
580.165,13.6723
580.184,13.6545
580.193,13.6365
580.206,13.6173
580.22,13.5989
580.223,13.5811
580.234,13.5637
580.242,13.5467
580.251,13.5299
580.256,13.5137
580.269,13.498
580.279,13.4844
580.279,13.4701
580.293,13.4552
580.299,13.4397
580.31,13.424
580.317,13.4072
580.328,13.3899
580.34,13.3725
580.342,13.3537
580.34,13.3369
580.351,13.3208
580.361,13.3051
580.363,13.2926
580.37,13.2793
580.372,13.2663
580.385,13.2537
580.39,13.2427
580.392,13.2305
580.396,13.2174
580.401,13.2037
580.404,13.1884
580.403,13.1726
580.415,13.1561
580.42,13.1389
580.425,13.1179
580.427,13.098
580.434,13.0784
580.445,13.0589
580.445,13.0388
580.447,13.0206
580.451,13.0038
580.456,12.9881
580.458,12.9766
580.465,12.9646
580.462,12.9532
580.466,12.9425
580.469,12.9346
580.479,12.9245
580.48,12.9137
580.484,12.9022
580.487,12.8874
580.486,12.8723
580.501,12.8566
580.497,12.8409
580.502,12.8228
580.492,12.807
580.496,12.7913
580.506,12.7754
580.511,12.7596
580.503,12.7464
580.512,12.7323
580.514,12.7179
580.516,12.7033
580.516,12.6881
580.515,12.6719
580.522,12.6551
580.522,12.6378
580.529,12.6192
580.519,12.6028
580.519,12.5875
580.525,12.5728
580.525,12.5608
580.527,12.5485
580.528,12.5366
580.533,12.5249
580.534,12.5153
580.53,12.5044
580.53,12.4931
580.528,12.4813
580.532,12.4678
580.537,12.4542
580.53,12.44
580.538,12.4253
580.544,12.4077
580.538,12.3908
580.544,12.3739
580.545,12.3569
580.55,12.3394
580.549,12.3231
580.549,12.3078
580.547,12.2933
580.543,12.2817
580.544,12.2699
580.55,12.2584
580.547,12.2471
580.549,12.2376
580.545,12.2266
580.542,12.2153
580.545,12.2041
580.545,12.1917
580.544,12.18
580.542,12.1682
580.54,12.1562
580.534,12.143
580.538,12.129
580.543,12.1146
580.546,12.0998
580.545,12.0819
580.541,12.0651
580.538,12.0487
580.546,12.0325
580.541,12.0166
580.544,12.0022
580.531,11.9888
580.539,11.976
580.542,11.9663
580.547,11.9553
580.544,11.944
580.535,11.9326
580.541,11.9222
580.53,11.9112
580.534,11.9001
580.543,11.889
580.543,11.8786
580.536,11.8684
580.537,11.858
580.534,11.8475
580.539,11.8371
580.528,11.8263
580.53,11.8143
580.537,11.8015
580.528,11.7881
580.531,11.7732
580.528,11.7596
580.529,11.7462
580.527,11.7329
580.531,11.7193
580.53,11.705
580.529,11.6902
580.527,11.6752
580.537,11.6592
580.527,11.6444
580.529,11.6306
580.521,11.6175
580.522,11.6057
580.52,11.5938
580.516,11.582
580.521,11.57
580.518,11.5584
580.525,11.5458
580.522,11.5326
580.518,11.5194
580.526,11.5051
580.528,11.4926
580.519,11.481
580.518,11.4701
580.513,11.4618
580.517,11.4522
580.514,11.4419
580.514,11.4314
580.517,11.4221
580.518,11.412
580.519,11.4014
580.515,11.3905
580.513,11.3766
580.518,11.3605
580.513,11.3434
580.513,11.3268
580.514,11.3089
580.511,11.2949
580.508,11.2827
580.502,11.2711
580.505,11.2649
580.507,11.2553
580.506,11.2454
580.507,11.2356
580.507,11.224
580.501,11.2127
580.506,11.2019
580.509,11.1912
580.503,11.1797
580.495,11.1687
580.498,11.158
580.495,11.1472
580.498,11.1348
580.503,11.1217
580.5,11.1079
580.501,11.0937
580.499,11.0777
580.498,11.0641
580.494,11.0515
580.488,11.0392
580.492,11.0288
580.492,11.0175
580.493,11.0061
580.494,10.9947
580.492,10.9838
580.494,10.9732
580.493,10.9629
580.482,10.9528
580.49,10.9438
580.483,10.9346
580.488,10.9255
580.48,10.9165
580.482,10.9077
580.475,10.8979
580.482,10.8877
580.484,10.8775
580.477,10.8661
580.478,10.8553
580.475,10.8444
580.474,10.8334
580.476,10.822
580.47,10.8106
580.465,10.7996
580.469,10.7889
580.471,10.7779
580.471,10.7674
580.461,10.7571
580.462,10.7466
580.469,10.7359
580.47,10.7253
580.467,10.7138
580.459,10.7017
580.459,10.6894
580.466,10.6762
580.458,10.6638
580.458,10.6514
580.458,10.6389
580.458,10.6276
580.46,10.6162
580.449,10.6049
580.459,10.5937
580.453,10.5832
580.457,10.5722
580.461,10.5609
580.454,10.5495
580.452,10.5368
580.449,10.5219
580.453,10.5048
580.453,10.4874
580.456,10.4704
580.447,10.4576
580.444,10.447
580.448,10.4373
580.449,10.4343
580.447,10.4282
580.438,10.4216
580.444,10.415
580.448,10.4085
580.445,10.4011
580.439,10.393
580.442,10.3845
580.436,10.3733
580.43,10.3623
580.436,10.3514
580.433,10.3407
580.432,10.3293
580.429,10.3188
580.432,10.3084
580.438,10.2981
580.427,10.2893
580.436,10.2791
580.436,10.268
580.43,10.2566
580.427,10.2444
580.432,10.2336
580.434,10.2235
580.427,10.2134
580.419,10.204
580.42,10.1936
580.426,10.1821
580.424,10.1697
580.424,10.1556
580.424,10.1422
580.419,10.1299
580.423,10.1183
580.425,10.1068
580.42,10.0959
580.416,10.0851
580.419,10.0744
580.421,10.0658
580.419,10.056
580.416,10.0457
580.413,10.0351
580.416,10.0234
580.408,10.0123
580.407,10.0011
580.42,9.98959
580.414,9.97825
580.413,9.96768
580.408,9.95767
580.41,9.94823
580.414,9.93915
580.406,9.93185
580.411,9.92322
580.414,9.91361
580.404,9.90336
580.403,9.89265
580.4,9.88201
580.407,9.87118
580.408,9.86031
580.405,9.8489
580.403,9.83826
580.396,9.82824
580.407,9.81875
580.408,9.81049
580.401,9.80098
580.4,9.79046
580.398,9.77943
580.395,9.76792
580.394,9.75708
580.392,9.74717
580.392,9.73797
580.396,9.72991
580.392,9.72192
580.394,9.71367
580.398,9.70517
580.403,9.69736
580.393,9.68792
580.387,9.67771
580.388,9.66703
580.393,9.65402
580.394,9.64291
580.385,9.63174
580.385,9.62001
580.382,9.60834
580.384,9.59643
580.381,9.58462
580.39,9.57287
580.389,9.5607
580.392,9.55025
580.387,9.54131
580.38,9.53328
580.381,9.52811
580.386,9.52125
580.378,9.5134
580.38,9.50504
580.383,9.49695
580.376,9.48835
580.372,9.47901
580.381,9.46906
580.377,9.45695
580.379,9.44581
580.378,9.43469
580.371,9.42335
580.372,9.41226
580.374,9.40265
580.374,9.3938
580.375,9.38512
580.374,9.37865
580.37,9.37082
580.367,9.36223
580.364,9.35321
580.366,9.34325
580.369,9.33358
580.376,9.32416
580.37,9.31481
580.372,9.30432
580.372,9.29439
580.367,9.28468
580.368,9.27501
580.368,9.26608
580.369,9.25763
580.364,9.24936
580.362,9.241
580.367,9.23327
580.354,9.22443
580.357,9.21476
580.36,9.20463
580.358,9.19261
580.368,9.18099
580.362,9.16917
580.365,9.15715
580.358,9.14473
580.354,9.13366
580.362,9.1235
580.363,9.11403
580.352,9.10811
580.359,9.10213
580.356,9.09636
580.36,9.09026
580.357,9.0838
580.352,9.07807
580.354,9.07045
580.365,9.06181
580.357,9.05264
580.354,9.03922
580.351,9.02696
580.359,9.01495
580.354,9.00314
580.353,8.9904
580.356,8.97876
580.35,8.96824
580.348,8.95854
580.35,8.95141
580.347,8.94338
580.357,8.93499
580.353,8.92653
580.351,8.91914
580.35,8.91047
580.344,8.90132
580.342,8.89215
580.352,8.88198
580.348,8.87259
580.352,8.86336
580.344,8.85425
580.347,8.84546
580.346,8.83548
580.352,8.82495
580.349,8.81448
580.344,8.80393
580.345,8.79423
580.343,8.78494
580.346,8.77592
580.341,8.76802
580.341,8.75892
580.342,8.74917
580.345,8.73914
580.343,8.72777
580.345,8.71683
580.341,8.7062
580.339,8.69584
580.342,8.68566
580.342,8.67604
580.339,8.66673
580.337,8.65755
580.336,8.65036
580.336,8.64237
580.332,8.63412
580.333,8.62588
580.332,8.61781
580.328,8.60907
580.331,8.59957
580.333,8.58953
580.336,8.57895
580.335,8.56975
580.332,8.56124
580.336,8.55297
580.332,8.54571
580.329,8.5376
580.328,8.52851
580.328,8.51868
580.328,8.50811
580.329,8.49773
580.326,8.4876
580.326,8.47781
580.327,8.46877
580.317,8.46121
580.315,8.45414
580.322,8.44691
580.323,8.43932
580.315,8.43278
580.324,8.42409
580.324,8.41531
580.319,8.40709
580.314,8.3981
580.313,8.39115
580.318,8.38411
580.315,8.37662
580.321,8.37079
580.314,8.36199
580.32,8.35188
580.315,8.34118
580.314,8.32675
580.319,8.31555
580.323,8.30516
580.321,8.29479
580.319,8.28633
580.319,8.27709
580.315,8.26813
580.316,8.25974
580.314,8.25194
580.317,8.24339
580.316,8.23417
580.32,8.22445
580.317,8.21401
580.316,8.20414
580.315,8.19512
580.317,8.18668
580.315,8.1785
580.313,8.17094
580.313,8.16379
580.31,8.15678
580.322,8.15138
580.314,8.14444
580.307,8.1368
580.309,8.12898
580.311,8.11974
580.314,8.11099
580.312,8.10252
580.305,8.09426
580.304,8.08504
580.596,8.07555
580.702,8.06591
580.76,8.05635
580.823,8.04717
580.872,8.03904
580.906,8.03129
580.91,8.02355
580.884,8.01637
580.83,8.00775
580.75,7.99856
580.63,7.9892
580.493,7.97848
580.333,7.96873
580.137,7.95886
579.923,7.94892
579.676,7.9398
579.411,7.93012
579.127,7.92022
578.819,7.91028
578.487,7.9001
578.133,7.89024
577.763,7.88092
577.378,7.872
576.973,7.86344
576.543,7.85418
576.1,7.84431
575.641,7.83415
575.166,7.8244
574.679,7.81548
574.17,7.80735
573.646,7.79977
573.112,7.79354
572.567,7.78644
572.008,7.77892
571.426,7.77137
570.839,7.76465
570.248,7.7577
569.636,7.75085
569.016,7.74417
568.384,7.73801
567.743,7.73148
567.093,7.72446
566.423,7.71719
565.759,7.70945
565.078,7.70155
564.383,7.69372
563.686,7.68597
562.981,7.67751
562.269,7.66979
561.552,7.66254
560.823,7.65566
560.084,7.64889
559.339,7.64277
558.587,7.63608
557.826,7.62951
557.063,7.6231
556.301,7.61648
555.529,7.61002
554.741,7.60325
553.957,7.59606
553.165,7.58812
552.37,7.5801
551.575,7.57252
550.76,7.56536
549.951,7.55786
549.136,7.55126
548.323,7.54517
547.492,7.53931
546.679,7.53452
545.843,7.52829
545.013,7.52207
544.179,7.51624
543.333,7.50972
542.487,7.50367
541.641,7.49753
540.796,7.49128
539.94,7.48571
539.091,7.47977
538.232,7.47407
537.374,7.4686
536.513,7.4626
535.646,7.4564
534.778,7.44984
533.91,7.44308
533.039,7.43601
532.167,7.42913
531.291,7.42211
530.412,7.41482
529.536,7.40735
528.654,7.40043
527.775,7.39353
526.892,7.38643
526.007,7.37935
525.13,7.37228
524.244,7.3653
523.361,7.35843
522.465,7.35194
521.576,7.34575
520.689,7.33948
519.798,7.33317
518.9,7.32721
518.015,7.32029
517.119,7.31334
516.231,7.30662
515.331,7.30036
514.438,7.29591
513.55,7.29253
512.655,7.28954
511.762,7.28918
510.867,7.28661
509.969,7.2834
509.07,7.28027
508.183,7.27638
507.286,7.27282
506.394,7.26934
505.496,7.26593
504.601,7.26312
503.712,7.26032
502.815,7.25767
501.921,7.25515
501.026,7.25261
500.133,7.25001
499.24,7.24699
498.348,7.24364
497.461,7.23995
496.565,7.23458
495.672,7.22986
494.784,7.22567
493.891,7.22176
493.001,7.2179
492.118,7.21479
491.224,7.2121
490.328,7.20955
489.445,7.20802
488.558,7.20503
487.669,7.20131
486.788,7.19736
485.9,7.1921
485.014,7.18802
484.129,7.18446
483.25,7.18073
482.361,7.17648
481.479,7.17187
480.606,7.16763
479.727,7.16374
478.847,7.15984
477.968,7.15602
477.093,7.1524
476.22,7.14916
475.348,7.14687
474.473,7.14555
473.6,7.14479
472.731,7.1444
471.861,7.14448
470.998,7.14514
470.125,7.14582
469.254,7.14563
468.388,7.14441
467.523,7.14268
466.662,7.14079
465.8,7.13902
464.93,7.13732
